City,Country,Date,PM2.5,PM10,CO,NO2,O3,SO2,Temperature,Humidity,Wind Speed,AQI
Cairo,Egypt,2016-05-16,54.78002695706206,86.98755992446368,5.879326406920635,13.938721648072157,21.545142012380083,6.6887739386513,10.960923585352102,45.28940114820467,16.18046587605219,136
London,UK,2019-08-27,39.84569060453589,44.27687235327421,4.283591550305198,11.626195399958368,18.96686765455962,6.919329539981694,23.93317839394372,63.84098232980063,8.454417678987493,92
Delhi,India,2015-06-25,80.83765081809729,129.4810867668859,11.156702316794584,18.828021078984104,35.47506818576889,8.363794626896704,25.079913269125438,37.93266787652253,0.0,204
Cairo,Egypt,2018-03-22,64.86499758716396,78.53929088460106,7.388490774451642,13.263658717095131,25.804441387235432,7.469076482987769,17.097254558113487,65.34784628143805,11.608489030980069,131
Delhi,India,2021-03-12,76.56021174768262,105.65040243304591,8.194254840507156,18.97301968714081,32.20612807283585,8.978181157369129,19.908810033557966,81.71791131663156,12.373491164399764,179
Cairo,Egypt,2019-12-07,51.688831496001434,85.30207549017312,6.507810306351862,11.920705239686761,18.552655070599364,4.884886336924628,16.947752956453325,47.809755956814335,9.06514348507277,119
Cairo,Egypt,2015-04-09,51.04846377178366,71.89501221940908,6.5365016438262025,12.228948829620242,16.298133734584518,5.110664606181246,18.559124442783844,35.806105143177845,12.999643649981023,121
Berlin,Germany,2021-07-24,42.09380925848659,51.86557129069792,5.990726136849952,9.297334914404223,16.651656115527842,3.8865973364590602,16.975303135118715,52.236463629175425,10.852081111877439,90
Tokyo,Japan,2021-01-24,17.615230100767075,30.769381697463498,3.3906462747863415,6.299108270882648,2.8604081262003866,0.0,29.34319911239274,32.66242603169158,8.876172990536583,44
New York,USA,2017-04-23,0.0,13.81462728204788,1.459155160302647,0.24697919854656125,0.0,0.15375555174751732,23.918040054025465,30.421768624517426,10.916799598895778,14
Sydney,Australia,2016-06-10,14.496457498005444,18.59580368414153,0.4769310591184447,5.293143003328983,5.165881707892121,1.4226954604900683,10.66732040926804,51.134354976169796,5.5759864298654955,29
Paris,France,2015-09-21,28.158542400711717,15.680988570686434,0.836438602123259,7.842340654987217,8.962705291392536,1.7809272613400835,30.399046873960764,47.88768920526272,19.130048567734683,49
Tokyo,Japan,2021-11-02,21.560442959271487,57.57308213265503,2.3942850769966615,7.484190744018614,13.197170321625968,4.301741289398798,35.615111967268525,60.64008298131533,6.232910648269083,60
Beijing,China,2024-12-10,61.811423151239474,117.93387247526623,8.286535331082737,15.569356897375783,33.338721223459636,6.802873710470304,10.283859614893485,84.00827815888852,6.715528605143021,163
Paris,France,2015-09-15,11.883263762636432,25.65704154662997,1.8689533106650669,4.292095371611633,1.5728196457221575,0.0,35.01333651955487,53.546403223157284,8.745834917724764,23
Delhi,India,2015-02-28,98.3811500470033,147.95887772081608,14.115002344901086,22.612963539239715,51.511360512324956,12.007013124897085,22.68592278863257,90.56936852825064,12.539178781448118,239
Beijing,China,2024-06-03,71.76253668654901,95.95047270457114,7.460790332660994,14.510381611957934,25.334573642495997,10.356207129940323,8.96791634278317,55.57492752828456,8.615933500555396,166
London,UK,2020-06-28,31.678686062696485,50.00473488359745,2.866922561431062,6.565756572427177,14.9303198019532,3.201308873816453,36.07345576019993,69.81949903276502,13.674388930249087,69
Sao Paulo,Brazil,2019-08-07,45.46736928742663,61.21021558703707,3.653168052044154,10.699375903505283,17.194572424832685,4.4213833182502436,25.86364018755093,84.76566142867271,10.106357883680309,99
Sydney,Australia,2023-08-04,24.11107472317619,25.80753179488568,4.5516831141803955,5.031019291263089,0.7569489633767299,2.7033416211045327,23.811583848827777,85.79505508165491,13.365906756349792,39
London,UK,2015-12-25,15.878508818553172,30.909767427139748,1.8994795457906999,4.338953100390555,13.354313617682438,4.419904504351406,23.94671529822981,36.08233875929631,12.223013341100703,55
Sydney,Australia,2024-02-28,22.95108547840309,37.65982833327082,3.2646881947291972,4.9302033738355195,15.593121735375437,3.1290518513922185,24.195324439070276,42.250156443958,7.812708498382948,65
New York,USA,2017-07-31,26.535834239541167,59.86963851233405,3.150363814385398,7.549369451503773,17.930363327492362,2.1316342670669686,2.3919118801922394,29.486873708598104,16.31292051713591,71
Tokyo,Japan,2016-11-18,21.990996428341262,8.157524013426112,1.334551303197037,5.384219905135751,12.624371552636493,3.2115035766363977,32.083662305931426,80.48125051622925,12.962634746005914,23
Sao Paulo,Brazil,2024-02-26,38.44407141835734,53.61801116577693,5.146625542589049,9.959630754950144,18.787087802690902,5.846387447456715,29.553052085705108,61.768137725836944,17.38765040527631,103
New York,USA,2015-04-07,5.031702703601409,1.831776793971951,0.0,1.3346386283146014,2.513009966466866,2.263449743242131,26.308116845547776,39.5162635134159,19.27046283167094,15
Sao Paulo,Brazil,2022-07-21,49.31048851734308,67.33515901150167,4.840560763276521,10.855586447857895,27.554994478816745,7.68458630593461,35.43243528272189,50.223011564274515,4.401912833554944,116
Berlin,Germany,2021-05-08,10.757803172185744,32.63167714184782,2.3023974137013314,3.967926996263516,3.421187730932819,2.9636001065697166,14.672991603380886,36.60166328579424,0.0,49
Sao Paulo,Brazil,2019-09-01,40.46125798334872,64.01259214547869,3.4929037434137284,6.695575879276439,17.675097024300097,2.951614560811709,23.01791899819466,75.32160556769381,16.13466611942154,79
New York,USA,2020-02-01,17.381631249115173,18.82017413243439,1.4731196459601401,4.147042216196947,10.669462027264714,3.2135846262332497,11.968210493196551,89.85377137919043,8.644381994787157,46
